Gene	Gene_short	Replicon_name
pdxH	pdxH	STAT001.D.00001.C001
pdxH	pdxH	STAT001.D.00001.C001
DXS	DXS	STAT001.D.00001.C001
pdxI	pdxI	STAT001.D.00001.C001
DXS	DXS	STAT001.D.00001.C001
pdxK_basu	pdxK	STAU001.D.00001.C001
yggS	yggS	STAU001.D.00001.C001
pdxP	pdxP	STAU001.D.00001.C001
pdxT	pdxT	STAU002.D.00001.C001
pdxK_basu	pdxK	STAU002.D.00001.C001
pdxP	pdxP	STAU002.D.00001.C001
yggS	yggS	STAU002.D.00001.C001
serC_pdxF	serC	STAU002.D.00001.C001
pdxS	pdxS	STAU002.D.00002.C001
pdxT	pdxT	STAU002.D.00002.C001
pdxK_basu	pdxK	STAU002.D.00002.C001
pdxP	pdxP	STAU002.D.00002.C001
serC_pdxF	serC	STAU002.D.00002.C001
pdxS	pdxS	STAU002.D.00003.C001
pdxT	pdxT	STAU002.D.00003.C001
pdxK_basu	pdxK	STAU002.D.00003.C001
pdxP	pdxP	STAU002.D.00003.C001
yggS	yggS	STAU002.D.00003.C001
serC_pdxF	serC	STAU002.D.00003.C001
pdxS	pdxS	STAU002.D.00004.C001
pdxT	pdxT	STAU002.D.00004.C001
pdxK_basu	pdxK	STAU002.D.00004.C001
pdxP	pdxP	STAU002.D.00004.C001
yggS	yggS	STAU002.D.00004.C001
serC_pdxF	serC	STAU002.D.00004.C001
pdxS	pdxS	STAU002.D.00005.C001
pdxT	pdxT	STAU002.D.00005.C001
pdxK_basu	pdxK	STAU002.D.00005.C001
pdxP	pdxP	STAU002.D.00005.C001
yggS	yggS	STAU002.D.00005.C001
serC_pdxF	serC	STAU002.D.00005.C001
pdxS	pdxS	STAU002.D.00006.C001
pdxT	pdxT	STAU002.D.00006.C001
pdxK_basu	pdxK	STAU002.D.00006.C001
pdxP	pdxP	STAU002.D.00006.C001
yggS	yggS	STAU002.D.00006.C001
serC_pdxF	serC	STAU002.D.00006.C001
pdxS	pdxS	STAU002.D.00007.C001
pdxT	pdxT	STAU002.D.00007.C001
pdxK_basu	pdxK	STAU002.D.00007.C001
pdxP	pdxP	STAU002.D.00007.C001
yggS	yggS	STAU002.D.00007.C001
serC_pdxF	serC	STAU002.D.00007.C001
pdxS	pdxS	STAU002.D.00008.C001
pdxT	pdxT	STAU002.D.00008.C001
pdxK_basu	pdxK	STAU002.D.00008.C001
pdxP	pdxP	STAU002.D.00008.C001
yggS	yggS	STAU002.D.00008.C001
serC_pdxF	serC	STAU002.D.00008.C001
pdxS	pdxS	STAU002.D.00009.C001
pdxT	pdxT	STAU002.D.00009.C001
pdxK_basu	pdxK	STAU002.D.00009.C001
pdxP	pdxP	STAU002.D.00009.C001
yggS	yggS	STAU002.D.00009.C001
serC_pdxF	serC	STAU002.D.00009.C001
pdxS	pdxS	STAU002.D.00010.C001
pdxT	pdxT	STAU002.D.00010.C001
pdxK_basu	pdxK	STAU002.D.00010.C001
pdxP	pdxP	STAU002.D.00010.C001
yggS	yggS	STAU002.D.00010.C001
serC_pdxF	serC	STAU002.D.00010.C001
pdxS	pdxS	STAU002.D.00011.C001
pdxT	pdxT	STAU002.D.00011.C001
pdxK_basu	pdxK	STAU002.D.00011.C001
pdxP	pdxP	STAU002.D.00011.C001
yggS	yggS	STAU002.D.00011.C001
serC_pdxF	serC	STAU002.D.00011.C001
pdxS	pdxS	STAU002.D.00012.C001
pdxT	pdxT	STAU002.D.00012.C001
pdxK_basu	pdxK	STAU002.D.00012.C001
pdxP	pdxP	STAU002.D.00012.C001
yggS	yggS	STAU002.D.00012.C001
serC_pdxF	serC	STAU002.D.00012.C001
pdxS	pdxS	STAU002.D.00013.C001
pdxT	pdxT	STAU002.D.00013.C001
pdxK_basu	pdxK	STAU002.D.00013.C001
pdxP	pdxP	STAU002.D.00013.C001
yggS	yggS	STAU002.D.00013.C001
serC_pdxF	serC	STAU002.D.00013.C001
pdxS	pdxS	STAU002.D.00014.C001
pdxT	pdxT	STAU002.D.00014.C001
pdxK_basu	pdxK	STAU002.D.00014.C001
pdxP	pdxP	STAU002.D.00014.C001
yggS	yggS	STAU002.D.00014.C001
serC_pdxF	serC	STAU002.D.00014.C001
pdxS	pdxS	STAU002.D.00015.C001
pdxT	pdxT	STAU002.D.00015.C001
pdxK_basu	pdxK	STAU002.D.00015.C001
pdxP	pdxP	STAU002.D.00015.C001
yggS	yggS	STAU002.D.00015.C001
serC_pdxF	serC	STAU002.D.00015.C001
pdxS	pdxS	STAU002.D.00016.C001
pdxT	pdxT	STAU002.D.00016.C001
pdxK_basu	pdxK	STAU002.D.00016.C001
pdxP	pdxP	STAU002.D.00016.C001
yggS	yggS	STAU002.D.00016.C001
serC_pdxF	serC	STAU002.D.00016.C001
pdxS	pdxS	STAU002.D.00017.C001
pdxT	pdxT	STAU002.D.00017.C001
pdxK_basu	pdxK	STAU002.D.00017.C001
pdxP	pdxP	STAU002.D.00017.C001
yggS	yggS	STAU002.D.00017.C001
serC_pdxF	serC	STAU002.D.00017.C001
pdxS	pdxS	STAU002.D.00018.C001
pdxT	pdxT	STAU002.D.00018.C001
pdxK_basu	pdxK	STAU002.D.00018.C001
pdxP	pdxP	STAU002.D.00018.C001
yggS	yggS	STAU002.D.00018.C001
serC_pdxF	serC	STAU002.D.00018.C001
pdxS	pdxS	STAU002.D.00019.C001
pdxT	pdxT	STAU002.D.00019.C001
pdxK_basu	pdxK	STAU002.D.00019.C001
pdxP	pdxP	STAU002.D.00019.C001
yggS	yggS	STAU002.D.00019.C001
serC_pdxF	serC	STAU002.D.00019.C001
pdxS	pdxS	STAU002.D.00020.C001
pdxT	pdxT	STAU002.D.00020.C001
pdxK_basu	pdxK	STAU002.D.00020.C001
pdxP	pdxP	STAU002.D.00020.C001
yggS	yggS	STAU002.D.00020.C001
serC_pdxF	serC	STAU002.D.00020.C001
serC_pdxF	serC	STAU002.D.00021.C001
yggS	yggS	STAU002.D.00021.C001
pdxP	pdxP	STAU002.D.00021.C001
pdxK_basu	pdxK	STAU002.D.00021.C001
pdxT	pdxT	STAU002.D.00021.C001
pdxS	pdxS	STAU002.D.00021.C001
pdxS	pdxS	STAU002.D.00022.C001
pdxT	pdxT	STAU002.D.00022.C001
pdxK_basu	pdxK	STAU002.D.00022.C001
pdxP	pdxP	STAU002.D.00022.C001
yggS	yggS	STAU002.D.00022.C001
serC_pdxF	serC	STAU002.D.00022.C001
pdxS	pdxS	STAU002.D.00023.C001
pdxT	pdxT	STAU002.D.00023.C001
pdxK_basu	pdxK	STAU002.D.00023.C001
pdxP	pdxP	STAU002.D.00023.C001
yggS	yggS	STAU002.D.00023.C001
serC_pdxF	serC	STAU002.D.00023.C001
pdxS	pdxS	STAU002.D.00024.C001
pdxT	pdxT	STAU002.D.00024.C001
pdxK_basu	pdxK	STAU002.D.00024.C001
pdxP	pdxP	STAU002.D.00024.C001
yggS	yggS	STAU002.D.00024.C001
serC_pdxF	serC	STAU002.D.00024.C001
pdxS	pdxS	STAU002.D.00025.C001
pdxT	pdxT	STAU002.D.00025.C001
pdxK_basu	pdxK	STAU002.D.00025.C001
pdxP	pdxP	STAU002.D.00025.C001
yggS	yggS	STAU002.D.00025.C001
serC_pdxF	serC	STAU002.D.00025.C001
pdxS	pdxS	STAU002.D.00026.C001
pdxT	pdxT	STAU002.D.00026.C001
pdxK_basu	pdxK	STAU002.D.00026.C001
pdxP	pdxP	STAU002.D.00026.C001
yggS	yggS	STAU002.D.00026.C001
serC_pdxF	serC	STAU002.D.00026.C001
pdxS	pdxS	STAU002.D.00027.C001
pdxT	pdxT	STAU002.D.00027.C001
pdxK_basu	pdxK	STAU002.D.00027.C001
pdxP	pdxP	STAU002.D.00027.C001
yggS	yggS	STAU002.D.00027.C001
serC_pdxF	serC	STAU002.D.00027.C001
pdxS	pdxS	STAU002.D.00028.C001
pdxT	pdxT	STAU002.D.00028.C001
pdxK_basu	pdxK	STAU002.D.00028.C001
pdxP	pdxP	STAU002.D.00028.C001
yggS	yggS	STAU002.D.00028.C001
serC_pdxF	serC	STAU002.D.00028.C001
pdxS	pdxS	STAU002.D.00029.C001
pdxT	pdxT	STAU002.D.00029.C001
pdxK_basu	pdxK	STAU002.D.00029.C001
pdxP	pdxP	STAU002.D.00029.C001
yggS	yggS	STAU002.D.00029.C001
serC_pdxF	serC	STAU002.D.00029.C001
pdxS	pdxS	STAU002.D.00030.C001
pdxT	pdxT	STAU002.D.00030.C001
pdxK_basu	pdxK	STAU002.D.00030.C001
pdxP	pdxP	STAU002.D.00030.C001
yggS	yggS	STAU002.D.00030.C001
serC_pdxF	serC	STAU002.D.00030.C001
pdxS	pdxS	STAU002.D.00031.C001
pdxT	pdxT	STAU002.D.00031.C001
pdxK_basu	pdxK	STAU002.D.00031.C001
pdxP	pdxP	STAU002.D.00031.C001
yggS	yggS	STAU002.D.00031.C001
serC_pdxF	serC	STAU002.D.00031.C001
pdxS	pdxS	STAU002.D.00032.C001
pdxT	pdxT	STAU002.D.00032.C001
pdxK_basu	pdxK	STAU002.D.00032.C001
pdxP	pdxP	STAU002.D.00032.C001
yggS	yggS	STAU002.D.00032.C001
serC_pdxF	serC	STAU002.D.00032.C001
pdxS	pdxS	STAU002.D.00033.C001
pdxT	pdxT	STAU002.D.00033.C001
pdxK_basu	pdxK	STAU002.D.00033.C001
pdxP	pdxP	STAU002.D.00033.C001
yggS	yggS	STAU002.D.00033.C001
serC_pdxF	serC	STAU002.D.00033.C001
pdxS	pdxS	STAU002.D.00034.C001
pdxT	pdxT	STAU002.D.00034.C001
pdxK_basu	pdxK	STAU002.D.00034.C001
pdxP	pdxP	STAU002.D.00034.C001
yggS	yggS	STAU002.D.00034.C001
serC_pdxF	serC	STAU002.D.00034.C001
pdxS	pdxS	STAU002.D.00035.C001
pdxT	pdxT	STAU002.D.00035.C001
pdxK_basu	pdxK	STAU002.D.00035.C001
pdxP	pdxP	STAU002.D.00035.C001
yggS	yggS	STAU002.D.00035.C001
serC_pdxF	serC	STAU002.D.00035.C001
pdxS	pdxS	STAU002.D.00036.C001
pdxT	pdxT	STAU002.D.00036.C001
pdxK_basu	pdxK	STAU002.D.00036.C001
pdxP	pdxP	STAU002.D.00036.C001
yggS	yggS	STAU002.D.00036.C001
serC_pdxF	serC	STAU002.D.00036.C001
pdxS	pdxS	STAU002.D.00037.C001
pdxT	pdxT	STAU002.D.00037.C001
pdxK_basu	pdxK	STAU002.D.00037.C001
pdxP	pdxP	STAU002.D.00037.C001
yggS	yggS	STAU002.D.00037.C001
serC_pdxF	serC	STAU002.D.00037.C001
yggS	yggS	STAU002.D.00038.C001
pdxP	pdxP	STAU002.D.00038.C001
pdxK_basu	pdxK	STAU002.D.00038.C001
pdxT	pdxT	STAU002.D.00038.C001
pdxS	pdxS	STAU002.D.00038.C001
pdxS	pdxS	STAU002.D.00039.C001
pdxT	pdxT	STAU002.D.00039.C001
pdxK_basu	pdxK	STAU002.D.00039.C001
pdxP	pdxP	STAU002.D.00039.C001
yggS	yggS	STAU002.D.00039.C001
serC_pdxF	serC	STAU002.D.00039.C001
pdxS	pdxS	STAU002.D.00040.C001
pdxT	pdxT	STAU002.D.00040.C001
pdxK_basu	pdxK	STAU002.D.00040.C001
pdxP	pdxP	STAU002.D.00040.C001
yggS	yggS	STAU002.D.00040.C001
serC_pdxF	serC	STAU002.D.00040.C001
pdxS	pdxS	STAU002.D.00041.C001
pdxT	pdxT	STAU002.D.00041.C001
pdxK_basu	pdxK	STAU002.D.00041.C001
pdxP	pdxP	STAU002.D.00041.C001
yggS	yggS	STAU002.D.00041.C001
serC_pdxF	serC	STAU002.D.00041.C001
pdxS	pdxS	STAU002.D.00042.C001
pdxT	pdxT	STAU002.D.00042.C001
pdxK_basu	pdxK	STAU002.D.00042.C001
pdxP	pdxP	STAU002.D.00042.C001
yggS	yggS	STAU002.D.00042.C001
serC_pdxF	serC	STAU002.D.00042.C001
pdxS	pdxS	STAU002.D.00043.C001
pdxT	pdxT	STAU002.D.00043.C001
pdxK_basu	pdxK	STAU002.D.00043.C001
pdxP	pdxP	STAU002.D.00043.C001
yggS	yggS	STAU002.D.00043.C001
serC_pdxF	serC	STAU002.D.00043.C001
pdxS	pdxS	STAU002.D.00044.C001
pdxT	pdxT	STAU002.D.00044.C001
pdxK_basu	pdxK	STAU002.D.00044.C001
pdxP	pdxP	STAU002.D.00044.C001
yggS	yggS	STAU002.D.00044.C001
serC_pdxF	serC	STAU002.D.00044.C001
pdxP	pdxP	STAU002.D.00045.C001
pdxK_basu	pdxK	STAU002.D.00045.C001
pdxT	pdxT	STAU002.D.00045.C001
pdxS	pdxS	STAU002.D.00045.C001
serC_pdxF	serC	STAU002.D.00045.C001
yggS	yggS	STAU002.D.00045.C001
serC_pdxF	serC	STAU002.D.00046.C001
yggS	yggS	STAU002.D.00046.C001
pdxP	pdxP	STAU002.D.00046.C001
pdxK_basu	pdxK	STAU002.D.00046.C001
pdxT	pdxT	STAU002.D.00046.C001
pdxS	pdxS	STAU002.D.00046.C001
pdxS	pdxS	STAU002.D.00047.C001
pdxT	pdxT	STAU002.D.00047.C001
pdxK_basu	pdxK	STAU002.D.00047.C001
pdxP	pdxP	STAU002.D.00047.C001
yggS	yggS	STAU002.D.00047.C001
serC_pdxF	serC	STAU002.D.00047.C001
pdxS	pdxS	STAU002.D.00048.C001
pdxT	pdxT	STAU002.D.00048.C001
pdxK_basu	pdxK	STAU002.D.00048.C001
pdxP	pdxP	STAU002.D.00048.C001
yggS	yggS	STAU002.D.00048.C001
serC_pdxF	serC	STAU002.D.00048.C001
pdxS	pdxS	STAU002.D.00049.C001
pdxT	pdxT	STAU002.D.00049.C001
pdxK_basu	pdxK	STAU002.D.00049.C001
pdxP	pdxP	STAU002.D.00049.C001
yggS	yggS	STAU002.D.00049.C001
serC_pdxF	serC	STAU002.D.00049.C001
pdxS	pdxS	STAU002.D.00050.C001
pdxT	pdxT	STAU002.D.00050.C001
pdxK_basu	pdxK	STAU002.D.00050.C001
pdxP	pdxP	STAU002.D.00050.C001
yggS	yggS	STAU002.D.00050.C001
serC_pdxF	serC	STAU002.D.00050.C001
pdxS	pdxS	STAU002.D.00051.C001
pdxT	pdxT	STAU002.D.00051.C001
pdxK_basu	pdxK	STAU002.D.00051.C001
pdxP	pdxP	STAU002.D.00051.C001
yggS	yggS	STAU002.D.00051.C001
serC_pdxF	serC	STAU002.D.00051.C001
serC_pdxF	serC	STAU002.D.00052.C001
yggS	yggS	STAU002.D.00052.C001
pdxP	pdxP	STAU002.D.00052.C001
pdxK_basu	pdxK	STAU002.D.00052.C001
pdxT	pdxT	STAU002.D.00052.C001
pdxS	pdxS	STAU002.D.00052.C001
pdxS	pdxS	STAU002.D.00053.C001
pdxT	pdxT	STAU002.D.00053.C001
pdxK_basu	pdxK	STAU002.D.00053.C001
pdxP	pdxP	STAU002.D.00053.C001
yggS	yggS	STAU002.D.00053.C001
serC_pdxF	serC	STAU002.D.00053.C001
pdxS	pdxS	STAU002.D.00054.C001
pdxT	pdxT	STAU002.D.00054.C001
pdxK_basu	pdxK	STAU002.D.00054.C001
pdxP	pdxP	STAU002.D.00054.C001
yggS	yggS	STAU002.D.00054.C001
serC_pdxF	serC	STAU002.D.00054.C001
pdxS	pdxS	STAU002.D.00055.C001
pdxT	pdxT	STAU002.D.00055.C001
pdxK_basu	pdxK	STAU002.D.00055.C001
pdxP	pdxP	STAU002.D.00055.C001
yggS	yggS	STAU002.D.00055.C001
serC_pdxF	serC	STAU002.D.00055.C001
pdxS	pdxS	STAU002.D.00056.C001
pdxT	pdxT	STAU002.D.00056.C001
pdxK_basu	pdxK	STAU002.D.00056.C001
pdxP	pdxP	STAU002.D.00056.C001
yggS	yggS	STAU002.D.00056.C001
serC_pdxF	serC	STAU002.D.00056.C001
pdxS	pdxS	STAU002.D.00057.C001
pdxT	pdxT	STAU002.D.00057.C001
pdxK_basu	pdxK	STAU002.D.00057.C001
pdxP	pdxP	STAU002.D.00057.C001
yggS	yggS	STAU002.D.00057.C001
serC_pdxF	serC	STAU002.D.00057.C001
pdxS	pdxS	STAU002.D.00058.C001
pdxT	pdxT	STAU002.D.00058.C001
pdxK_basu	pdxK	STAU002.D.00058.C001
pdxP	pdxP	STAU002.D.00058.C001
yggS	yggS	STAU002.D.00058.C001
serC_pdxF	serC	STAU002.D.00058.C001
pdxS	pdxS	STAU002.D.00059.C001
pdxT	pdxT	STAU002.D.00059.C001
pdxK_basu	pdxK	STAU002.D.00059.C001
pdxP	pdxP	STAU002.D.00059.C001
yggS	yggS	STAU002.D.00059.C001
serC_pdxF	serC	STAU002.D.00059.C001
pdxS	pdxS	STAU002.D.00060.C001
pdxT	pdxT	STAU002.D.00060.C001
pdxK_basu	pdxK	STAU002.D.00060.C001
pdxP	pdxP	STAU002.D.00060.C001
yggS	yggS	STAU002.D.00060.C001
serC_pdxF	serC	STAU002.D.00060.C001
pdxS	pdxS	STAU002.D.00061.C001
pdxT	pdxT	STAU002.D.00061.C001
pdxK_basu	pdxK	STAU002.D.00061.C001
pdxP	pdxP	STAU002.D.00061.C001
yggS	yggS	STAU002.D.00061.C001
serC_pdxF	serC	STAU002.D.00061.C001
pdxS	pdxS	STAU002.D.00062.C001
pdxT	pdxT	STAU002.D.00062.C001
pdxK_basu	pdxK	STAU002.D.00062.C001
pdxP	pdxP	STAU002.D.00062.C001
yggS	yggS	STAU002.D.00062.C001
serC_pdxF	serC	STAU002.D.00062.C001
pdxS	pdxS	STAU002.D.00063.C001
pdxT	pdxT	STAU002.D.00063.C001
pdxK_basu	pdxK	STAU002.D.00063.C001
pdxP	pdxP	STAU002.D.00063.C001
yggS	yggS	STAU002.D.00063.C001
serC_pdxF	serC	STAU002.D.00063.C001
pdxS	pdxS	STAU002.D.00064.C001
pdxT	pdxT	STAU002.D.00064.C001
pdxK_basu	pdxK	STAU002.D.00064.C001
pdxP	pdxP	STAU002.D.00064.C001
yggS	yggS	STAU002.D.00064.C001
serC_pdxF	serC	STAU002.D.00064.C001
pdxS	pdxS	STAU002.D.00065.C001
pdxT	pdxT	STAU002.D.00065.C001
pdxK_basu	pdxK	STAU002.D.00065.C001
pdxP	pdxP	STAU002.D.00065.C001
yggS	yggS	STAU002.D.00065.C001
serC_pdxF	serC	STAU002.D.00065.C001
pdxS	pdxS	STAU002.D.00066.C001
pdxT	pdxT	STAU002.D.00066.C001
pdxK_basu	pdxK	STAU002.D.00066.C001
pdxP	pdxP	STAU002.D.00066.C001
yggS	yggS	STAU002.D.00066.C001
serC_pdxF	serC	STAU002.D.00066.C001
pdxS	pdxS	STAU002.D.00067.C001
pdxT	pdxT	STAU002.D.00067.C001
pdxK_basu	pdxK	STAU002.D.00067.C001
pdxP	pdxP	STAU002.D.00067.C001
yggS	yggS	STAU002.D.00067.C001
serC_pdxF	serC	STAU002.D.00067.C001
pdxK_basu	pdxK	STAU002.D.00068.C001
pdxT	pdxT	STAU002.D.00068.C001
pdxS	pdxS	STAU002.D.00068.C001
serC_pdxF	serC	STAU002.D.00068.C001
yggS	yggS	STAU002.D.00068.C001
pdxP	pdxP	STAU002.D.00068.C001
pdxS	pdxS	STAU002.D.00069.C001
pdxT	pdxT	STAU002.D.00069.C001
pdxK_basu	pdxK	STAU002.D.00069.C001
pdxP	pdxP	STAU002.D.00069.C001
yggS	yggS	STAU002.D.00069.C001
serC_pdxF	serC	STAU002.D.00069.C001
pdxS	pdxS	STAU002.D.00070.C001
pdxT	pdxT	STAU002.D.00070.C001
pdxK_basu	pdxK	STAU002.D.00070.C001
pdxP	pdxP	STAU002.D.00070.C001
yggS	yggS	STAU002.D.00070.C001
serC_pdxF	serC	STAU002.D.00070.C001
pdxS	pdxS	STAU002.D.00071.C001
pdxT	pdxT	STAU002.D.00071.C001
pdxK_basu	pdxK	STAU002.D.00071.C001
pdxP	pdxP	STAU002.D.00071.C001
serC_pdxF	serC	STAU002.D.00071.C001
yggS	yggS	STAU002.D.00071.C001
serC_pdxF	serC	STAU002.D.00072.C001
yggS	yggS	STAU002.D.00072.C001
pdxP	pdxP	STAU002.D.00072.C001
pdxK_basu	pdxK	STAU002.D.00072.C001
pdxT	pdxT	STAU002.D.00072.C001
pdxS	pdxS	STAU002.D.00072.C001
pdxS	pdxS	STAU002.D.00073.C001
pdxT	pdxT	STAU002.D.00073.C001
pdxK_basu	pdxK	STAU002.D.00073.C001
pdxP	pdxP	STAU002.D.00073.C001
yggS	yggS	STAU002.D.00073.C001
serC_pdxF	serC	STAU002.D.00073.C001
pdxP	pdxP	STAU002.D.00074.C001
yggS	yggS	STAU002.D.00074.C001
serC_pdxF	serC	STAU002.D.00074.C001
pdxS	pdxS	STAU002.D.00074.C001
pdxT	pdxT	STAU002.D.00074.C001
pdxK_basu	pdxK	STAU002.D.00074.C001
yggS	yggS	STAU002.D.00075.C001
pdxP	pdxP	STAU002.D.00075.C001
pdxK_basu	pdxK	STAU002.D.00075.C001
pdxT	pdxT	STAU002.D.00075.C001
pdxS	pdxS	STAU002.D.00075.C001
serC_pdxF	serC	STAU002.D.00075.C001
pdxS	pdxS	STAU002.D.00076.C001
pdxT	pdxT	STAU002.D.00076.C001
pdxK_basu	pdxK	STAU002.D.00076.C001
pdxP	pdxP	STAU002.D.00076.C001
yggS	yggS	STAU002.D.00076.C001
serC_pdxF	serC	STAU002.D.00076.C001
pdxP	pdxP	STAU002.D.00077.C001
pdxK_basu	pdxK	STAU002.D.00077.C001
pdxT	pdxT	STAU002.D.00077.C001
pdxS	pdxS	STAU002.D.00077.C001
serC_pdxF	serC	STAU002.D.00077.C001
yggS	yggS	STAU002.D.00077.C001
serC_pdxF	serC	STAU002.D.00078.C001
yggS	yggS	STAU002.D.00078.C001
pdxP	pdxP	STAU002.D.00078.C001
pdxK_basu	pdxK	STAU002.D.00078.C001
pdxT	pdxT	STAU002.D.00078.C001
pdxS	pdxS	STAU002.D.00078.C001
serC_pdxF	serC	STAU002.D.00079.C001
yggS	yggS	STAU002.D.00079.C001
pdxP	pdxP	STAU002.D.00079.C001
pdxK_basu	pdxK	STAU002.D.00079.C001
pdxT	pdxT	STAU002.D.00079.C001
pdxS	pdxS	STAU002.D.00079.C001
serC_pdxF	serC	STAU002.D.00080.C001
pdxS	pdxS	STAU002.D.00080.C001
pdxT	pdxT	STAU002.D.00080.C001
pdxK_basu	pdxK	STAU002.D.00080.C001
pdxP	pdxP	STAU002.D.00080.C001
yggS	yggS	STAU002.D.00080.C001
pdxS	pdxS	STAU002.D.00081.C001
pdxT	pdxT	STAU002.D.00081.C001
pdxK_basu	pdxK	STAU002.D.00081.C001
pdxP	pdxP	STAU002.D.00081.C001
yggS	yggS	STAU002.D.00081.C001
serC_pdxF	serC	STAU002.D.00081.C001
pdxS	pdxS	STAU002.D.00082.C001
pdxT	pdxT	STAU002.D.00082.C001
pdxK_basu	pdxK	STAU002.D.00082.C001
pdxP	pdxP	STAU002.D.00082.C001
yggS	yggS	STAU002.D.00082.C001
serC_pdxF	serC	STAU002.D.00082.C001
pdxK_basu	pdxK	STAU002.D.00083.C001
pdxT	pdxT	STAU002.D.00083.C001
pdxS	pdxS	STAU002.D.00083.C001
serC_pdxF	serC	STAU002.D.00083.C001
yggS	yggS	STAU002.D.00083.C001
pdxP	pdxP	STAU002.D.00083.C001
pdxS	pdxS	STAU002.D.00084.C001
pdxT	pdxT	STAU002.D.00084.C001
pdxK_basu	pdxK	STAU002.D.00084.C001
pdxP	pdxP	STAU002.D.00084.C001
yggS	yggS	STAU002.D.00084.C001
serC_pdxF	serC	STAU002.D.00084.C001
pdxS	pdxS	STAU002.D.00085.C001
pdxT	pdxT	STAU002.D.00085.C001
pdxK_basu	pdxK	STAU002.D.00085.C001
pdxP	pdxP	STAU002.D.00085.C001
yggS	yggS	STAU002.D.00085.C001
serC_pdxF	serC	STAU002.D.00085.C001
pdxS	pdxS	STAU002.D.00086.C001
pdxT	pdxT	STAU002.D.00086.C001
pdxK_basu	pdxK	STAU002.D.00086.C001
serC_pdxF	serC	STAU002.D.00086.C001
yggS	yggS	STAU002.D.00086.C001
pdxP	pdxP	STAU002.D.00086.C001
yggS	yggS	STAU002.D.00087.C001
pdxP	pdxP	STAU002.D.00087.C001
pdxK_basu	pdxK	STAU002.D.00087.C001
pdxT	pdxT	STAU002.D.00087.C001
pdxS	pdxS	STAU002.D.00087.C001
serC_pdxF	serC	STAU002.D.00087.C001
serC_pdxF	serC	STAU002.D.00088.C001
pdxK_basu	pdxK	STAU002.D.00088.C001
pdxT	pdxT	STAU002.D.00088.C001
pdxS	pdxS	STAU002.D.00088.C001
pdxP	pdxP	STAU002.D.00088.C001
yggS	yggS	STAU002.D.00088.C001
serC_pdxF	serC	STAU002.D.00089.C001
yggS	yggS	STAU002.D.00089.C001
pdxP	pdxP	STAU002.D.00089.C001
pdxK_basu	pdxK	STAU002.D.00089.C001
pdxT	pdxT	STAU002.D.00089.C001
pdxS	pdxS	STAU002.D.00089.C001
serC_pdxF	serC	STAU002.D.00090.C001
pdxS	pdxS	STAU002.D.00090.C001
pdxT	pdxT	STAU002.D.00090.C001
pdxK_basu	pdxK	STAU002.D.00090.C001
pdxP	pdxP	STAU002.D.00090.C001
yggS	yggS	STAU002.D.00090.C001
pdxS	pdxS	STAU002.D.00091.C001
pdxT	pdxT	STAU002.D.00091.C001
pdxK_basu	pdxK	STAU002.D.00091.C001
pdxP	pdxP	STAU002.D.00091.C001
yggS	yggS	STAU002.D.00091.C001
serC_pdxF	serC	STAU002.D.00091.C001
pdxS	pdxS	STAU002.D.00092.C001
pdxT	pdxT	STAU002.D.00092.C001
pdxK_basu	pdxK	STAU002.D.00092.C001
pdxP	pdxP	STAU002.D.00092.C001
yggS	yggS	STAU002.D.00092.C001
serC_pdxF	serC	STAU002.D.00092.C001
pdxS	pdxS	STAU002.D.00093.C001
pdxT	pdxT	STAU002.D.00093.C001
pdxK_basu	pdxK	STAU002.D.00093.C001
pdxP	pdxP	STAU002.D.00093.C001
yggS	yggS	STAU002.D.00093.C001
serC_pdxF	serC	STAU002.D.00093.C001
pdxS	pdxS	STAU002.D.00094.C001
pdxT	pdxT	STAU002.D.00094.C001
pdxK_basu	pdxK	STAU002.D.00094.C001
pdxP	pdxP	STAU002.D.00094.C001
yggS	yggS	STAU002.D.00094.C001
serC_pdxF	serC	STAU002.D.00094.C001
pdxS	pdxS	STAU002.D.00095.C001
pdxT	pdxT	STAU002.D.00095.C001
pdxK_basu	pdxK	STAU002.D.00095.C001
pdxP	pdxP	STAU002.D.00095.C001
yggS	yggS	STAU002.D.00095.C001
serC_pdxF	serC	STAU002.D.00095.C001
pdxS	pdxS	STAU002.D.00096.C001
pdxT	pdxT	STAU002.D.00096.C001
pdxK_basu	pdxK	STAU002.D.00096.C001
pdxP	pdxP	STAU002.D.00096.C001
yggS	yggS	STAU002.D.00096.C001
serC_pdxF	serC	STAU002.D.00096.C001
pdxS	pdxS	STAU002.D.00097.C001
pdxT	pdxT	STAU002.D.00097.C001
pdxK_basu	pdxK	STAU002.D.00097.C001
pdxP	pdxP	STAU002.D.00097.C001
yggS	yggS	STAU002.D.00097.C001
serC_pdxF	serC	STAU002.D.00097.C001
pdxP	pdxP	STAU002.D.00098.C001
yggS	yggS	STAU002.D.00098.C001
serC_pdxF	serC	STAU002.D.00098.C001
pdxS	pdxS	STAU002.D.00098.C001
pdxT	pdxT	STAU002.D.00098.C001
pdxK_basu	pdxK	STAU002.D.00098.C001
yggS	yggS	STAU002.D.00099.C001
pdxP	pdxP	STAU002.D.00099.C001
pdxK_basu	pdxK	STAU002.D.00099.C001
pdxT	pdxT	STAU002.D.00099.C001
pdxS	pdxS	STAU002.D.00099.C001
serC_pdxF	serC	STAU002.D.00099.C001
